Mission;Sample;serial number;return container;Container;Sample type;weight (g)
Apollo 17;72263;NA;SCB8;DB498;2-4mm fines;4.4
Apollo 17;72264;NA;SCB8;DB498;4-10mm fines;4.4
Apollo 17;72270;NA;SCB8;DB495;DB residue ;26.11
Apollo 17;72275;NA;SCB8;DB495;layered breccia;3640
Apollo 17;72310;NA;SCB6;DB516;DB residue ;1.09
Apollo 17;72315;NA;SCB6;DB516;vesicular poikilitic clast;131.4
Apollo 17;72320;NA;SCB8;DB500;unsieved fines ;26.17
Apollo 17;72321;NA;SCB8;DB500;<1mm fines;77.3
Apollo 17;72322;NA;SCB8;DB500;1-2mm fines;1.38
Apollo 17;72323;NA;SCB8;DB500;2-4mm fines;0.5
Apollo 17;72324;NA;SCB8;DB500;4-10mm fines;0.96
Apollo 17;72330;NA;SCB6;DB517;DB residue ;0.36
Apollo 17;72335;NA;SCB6;DB517;vesicular poikilitic clast;108.9
Apollo 17;72350;NA;SRC2;DB518;dust and sweepings;1.7
Apollo 17;72355;NA;SRC2;DB518;green gray breccia;367.4
Apollo 17;72370;NA;SRC2;DB519;dust and sweepings;0.02
Apollo 17;72375;NA;SRC2;DB519;green gray breccia;18.16
Apollo 17;72390;NA;SCB8;DB499;DB residue ;20.63
Apollo 17;72395;NA;SCB8;DB499;green gray breccia;536.4
Apollo 17;72410;NA;SCB8;DB503;DB residue ;52
Apollo 17;72415;NA;SCB8;DB503;brecciated dunite clast ;32.34
Apollo 17;72416;NA;SCB8;DB503;brecciated dunite clast ;11.53
Apollo 17;72417;NA;SCB8;DB503;brecciated dunite clast ;11.32
Apollo 17;72418;NA;SCB8;DB503;brecciated dunite clast ;3.55
Apollo 17;72430;NA;SCB8;DB504;dust and sweepings;1.45
Apollo 17;72431;NA;SCB8;DB504;<1mm fines;72
Apollo 17;72432;NA;SCB8;DB504;1-2mm fines;3.62
Apollo 17;72433;NA;SCB8;DB504;2-4mm fines;2.33
Apollo 17;72434;NA;SCB8;DB504;4-10mm fines;1.47
Apollo 17;72435;NA;SCB8;DB504;blue gray breccia;160.6
Apollo 17;72440;NA;SCB8;DB505;unsieved fines ;161.6
Apollo 17;72441;NA;SCB8;DB505;<1mm fines;267.3
Apollo 17;72442;NA;SCB8;DB505;1-2mm fines;10.6
Apollo 17;72443;NA;SCB8;DB505;2-4mm fines;7.98
Apollo 17;72444;NA;SCB8;DB505;4-10mm fines;2.91
Apollo 17;72460;NA;SCB8;DB506;dust and sweepings;0.51
Apollo 17;72461;NA;SCB8;DB506;<1mm fines;113.7
Apollo 17;72462;NA;SCB8;DB506;1-2mm fines;5.14
Apollo 17;72463;NA;SCB8;DB506;2-4mm fines;3.9
Apollo 17;72464;NA;SCB8;DB506;4-10mm fines;1.76
Apollo 17;72500;NA;SCB8;DB502;unsieved fines ;325.5
Apollo 17;72501;NA;SCB8;DB502;<1mm fines;687.2
Apollo 17;72502;NA;SCB8;DB502;1-2mm fines;24.13
Apollo 17;72503;NA;SCB8;DB502;2-4mm fines;12.94
Apollo 17;72504;NA;SCB8;DB502;4-10mm fines;7.96
Apollo 17;72505;NA;SCB8;DB502;green gray breccia;3.09
Apollo 17;72530;NA;SCB8;DB501;DB residue ;18.14
Apollo 17;72535;NA;SCB8;DB501;blue gray breccia;221.4
Apollo 17;72536;NA;SCB8;DB501;blue gray breccia;52.3
Apollo 17;72537;NA;SCB8;DB501;blue gray breccia;5.192
Apollo 17;72538;NA;SCB8;DB501;blue gray breccia;11.09
Apollo 17;72539;NA;SCB8;DB501;blue gray breccia;11.22
Apollo 17;72545;NA;SCB8;DB501;blue gray breccia;4.055
Apollo 17;72546;NA;SCB8;DB501;blue gray breccia;4.856
Apollo 17;72547;NA;SCB8;DB501;blue gray breccia;5.045
Apollo 17;72548;NA;SCB8;DB501;blue gray breccia;29.29
Apollo 17;72549;NA;SCB8;DB501;green gray breccia;21
Apollo 17;72555;NA;SCB8;DB501;green gray breccia;10.48
Apollo 17;72556;NA;SCB8;DB501;green gray breccia;3.861
Apollo 17;72557;NA;SCB8;DB501;green gray breccia;4.559
Apollo 17;72558;NA;SCB8;DB501;green gray breccia;5.713
Apollo 17;72559;NA;SCB8;DB501;feldspathic breccia;27.84
Apollo 17;72700;NA;SCB8;DB508;unsieved fines ;295.2
Apollo 17;72701;NA;SCB8;DB508;<1mm fines;557.3
Apollo 17;72702;NA;SCB8;DB508;1-2mm fines;17.7
Apollo 17;72703;NA;SCB8;DB508;2-4mm fines;8.05
Apollo 17;72704;NA;SCB8;DB508;4-10mm fines;4.76
Apollo 17;72705;NA;SCB8;DB508;anorthosite breccia;2.39
Apollo 17;72730;NA;SCB8;DB507;DB residue ;1.98
Apollo 17;72735;NA;SCB8;DB507;green gray breccia;51.11
Apollo 17;72736;NA;SCB8;DB507;tan breccia;28.73
Apollo 17;72737;NA;SCB8;DB507;tan breccia;3.33
Apollo 17;72738;NA;SCB8;DB507;blue gray breccia;23.75
Apollo 17;73001;2046;SRC2;Drive tube lower;drive tube;809
Apollo 17;73002;2031;SRC2;Drive tube upper;drive tube ;429.7
Apollo 17;73010;NA;SCB6;NA;SCB residue ;34.56
Apollo 17;73120;NA;SCB6;DB30E;unsieved fines ;100.2
Apollo 17;73121;NA;SCB6;DB30E;<1mm fines;179.7
Apollo 17;73122;NA;SCB6;DB30E;1-2mm fines;5.25
Apollo 17;73123;NA;SCB6;DB30E;2-4mm fines;2.03
Apollo 17;73124;NA;SCB6;DB30E;4-10mm fines;0.5
Apollo 17;73130;NA;SCB8;DB31E;unsieved fines ;77.2
Apollo 17;73131;NA;SCB8;DB31E;<1mm fines;132.3
Apollo 17;73132;NA;SCB8;DB31E;1-2mm fines;10.38
Apollo 17;73133;NA;SCB8;DB31E;2-4mm fines;8.58
Apollo 17;73134;NA;SCB8;DB31E;4-10mm fines;9.61
Apollo 17;73140;NA;SCB6;DB40Y;unsieved fines ;121.6
Apollo 17;73141;NA;SCB6;DB40Y;<1mm fines;191.4
Apollo 17;73142;NA;SCB6;DB40Y;1-2mm fines;11.69
Apollo 17;73143;NA;SCB6;DB40Y;2-4mm fines;7.84
Apollo 17;73144;NA;SCB6;DB40Y;4-10mm fines;4.47
Apollo 17;73145;NA;SCB6;DB40Y;dark matrix breccia;5.6
Apollo 17;73146;NA;SCB6;DB40Y;brecciated anorthosite ;3.01
Apollo 17;73150;NA;SCB6;DB32E;unsieved fines ;52.56
Apollo 17;73151;NA;SCB6;DB32E;<1mm fines;101.2
Apollo 17;73152;NA;SCB6;DB32E;1-2mm fines;3.57
Apollo 17;73153;NA;SCB6;DB32E;2-4mm fines;1.31
Apollo 17;73154;NA;SCB6;DB32E;4-10mm fines;0.31
Apollo 17;73155;NA;SCB6;DB32E;blue gray breccia;79.3
Apollo 17;73156;NA;SCB6;DB32E;fine crystalline ;3.15
Apollo 17;73210;NA;SCB6;DB527;unsieved fines ;37.89
Apollo 17;73211;NA;SCB6;DB527;<1mm fines;51.95
Apollo 17;73212;NA;SCB6;DB527;1-2mm fines;3.47
Apollo 17;73213;NA;SCB6;DB527;2-4mm fines;2.8
Apollo 17;73214;NA;SCB6;DB527;4-10mm fines;2.47
Apollo 17;73215;NA;SCB6;DB527;light gray breccia;1062
Apollo 17;73216;NA;SCB6;DB527;green gray breccia;162.2
Apollo 17;73217;NA;SCB6;DB527;blue gray breccia;138.8
Apollo 17;73218;NA;SCB6;DB527;blue gray breccia;39.67
Apollo 17;73219;NA;SCB6;DB527;fine basalt;2.88
Apollo 17;73220;NA;SCB6;DB520;unsieved fines ;20.8
Apollo 17;73221;NA;SCB6;DB520;<1mm fines;48.11
Apollo 17;73222;NA;SCB6;DB520;1-2mm fines;2.71
Apollo 17;73223;NA;SCB6;DB520;2-4mm fines;2.61
Apollo 17;73224;NA;SCB6;DB520;4-10mm fines;1.65
Apollo 17;73225;NA;SCB6;DB520;crystalline ;3.66
Apollo 17;73230;NA;SCB6;DB524;DB residue ;21.34
Apollo 17;73235;NA;SCB6;DB524;blue gray breccia;878.3
Apollo 17;73240;NA;SCB6;DB521;unsieved fines ;114.7
Apollo 17;73241;NA;SCB6;DB521;<1mm fines;192.7
Apollo 17;73242;NA;SCB6;DB521;1-2mm fines;14.94
Apollo 17;73243;NA;SCB6;DB521;2-4mm fines;14.38
Apollo 17;73244;NA;SCB6;DB521;4-10mm fines;22.25
Apollo 17;73245;NA;SCB6;DB521;brecciated anorthosite clast;1.6
Apollo 17;73250;NA;SCB6;DB525;DB residue ;15.25
Apollo 17;73255;NA;SCB6;DB525;light gray breccia;394.1
Apollo 17;73260;NA;SCB6;DB522;unsieved fines ;103.5
Apollo 17;73261;NA;SCB6;DB522;<1mm fines;194.8
Apollo 17;73262;NA;SCB6;DB522;1-2mm fines;12.01
Apollo 17;73263;NA;SCB6;DB522;2-4mm fines;9.47
Apollo 17;73264;NA;SCB6;DB522;4-10mm fines;6.45
Apollo 17;73270;NA;SCB6;DB526;DB residue ;22.43
Apollo 17;73275;NA;SCB6;DB526;green gray breccia;429.6
Apollo 17;73280;NA;SCB6;DB523;unsieved fines ;53.54
Apollo 17;73281;NA;SCB6;DB523;<1mm fines;95.75
Apollo 17;73282;NA;SCB6;DB523;1-2mm fines;5.38
Apollo 17;73283;NA;SCB6;DB523;2-4mm fines;4.74
Apollo 17;73284;NA;SCB6;DB523;4-10mm fines;7.14
Apollo 17;73285;NA;SCB6;DB523;glass coated friable breccia;2.58
Apollo 17;74001;2044;SRC2;Drive tube lower;drive tube;1072
Apollo 17;74002;2035;SRC2;Drive tube upper;drive tube;909.6
Apollo 17;74010;NA;SRC2;NA;SRC residue;22.52
Apollo 17;74110;NA;SCB8;DB41Y;unsieved fines ;92.12
Apollo 17;74111;NA;SCB8;DB41Y;<1mm fines;116.8
Apollo 17;74112;NA;SCB8;DB41Y;1-2mm fines;11.12
Apollo 17;74113;NA;SCB8;DB41Y;2-4mm fines;12.11
Apollo 17;74114;NA;SCB8;DB41Y;4-10mm fines;13.26
Apollo 17;74115;NA;SCB8;DB41Y;friable breccia;15.36
Apollo 17;74116;NA;SCB8;DB41Y;friable breccia;12.68
Apollo 17;74117;NA;SCB8;DB41Y;friable breccia;3.69
Apollo 17;74118;NA;SCB8;DB41Y;friable breccia;3.59
Apollo 17;74119;NA;SCB8;DB41Y;friable breccia;1.79
Apollo 17;74120;NA;SCB8;DB42Y;unsieved fines ;124.1
Apollo 17;74121;NA;SCB8;DB42Y;<1mm fines;252
Apollo 17;74122;NA;SCB8;DB42Y;1-2mm fines;6.65
Apollo 17;74123;NA;SCB8;DB42Y;2-4mm fines;2.73
Apollo 17;74124;NA;SCB8;DB42Y;4-10mm fines;0.39
Apollo 17;74220;NA;SRC2;DB509;unsieved fines ;1180
Apollo 17;74230;NA;SCB8;DB12E;db residue ;0.7
Apollo 17;74235;NA;SCB8;DB12E;basalt vitrophyre;59.04
Apollo 17;74240;NA;SRC2;DB510;unsieved fines ;544.9
Apollo 17;74241;NA;SRC2;DB510;<1mm fines;307.3
Apollo 17;74242;NA;SRC2;DB510;1-2mm fines;22.5
Apollo 17;74243;NA;SRC2;DB510;2-4mm fines;27.67
Apollo 17;74244;NA;SRC2;DB510;4-10mm fines;21.95
Apollo 17;74245;NA;SRC2;DB510;fine basalt;64.34
Apollo 17;74246;NA;SRC2;DB510;dark matrix breccia;28.81
Apollo 17;74247;NA;SRC2;DB510;fine basalt;7.761
Apollo 17;74248;NA;SRC2;DB510;fine basalt;5.682
Apollo 17;74249;NA;SRC2;DB510;fine basalt;4.183
Apollo 17;74250;NA;SCB6;DB512;db residue ;22.56
Apollo 17;74255;NA;SCB6;DB512;coarse basalt;737.3
Apollo 17;74260;NA;SRC2;DB511;unsieved fines ;526.7
Apollo 17;74270;NA;SCB4;DB461;db residue ;9.61
Apollo 17;74275;NA;SCB4;DB461;fine basalt;1493
Apollo 17;74285;NA;SRC2;DB510;medium basalt;2.212
Apollo 17;74286;NA;SRC2;DB510;medium basalt;2.102
Apollo 17;74287;NA;SRC2;DB510;fine basalt;1.568
Apollo 17;75010;NA;SCB6;DB462;db residue ;9.25
Apollo 17;75015;NA;SCB6;DB462;coarse basalt;1006
Apollo 17;75030;NA;SCB6;DB463;db residue ;2.63
Apollo 17;75035;NA;SCB6;DB463;medium basalt;1235
Apollo 17;75050;NA;SRC6;DB464;dust and sweepings;2.5
Apollo 17;75055;NA;SRC6;DB464;coarse basalt;949.4
Apollo 17;75060;NA;SRC2;DB465;db residue ;0.527
Apollo 17;75061;NA;SRC2;DB465;<1mm fines;157.9
Apollo 17;75062;NA;SRC2;DB465;1-2mm fines;8.52
Apollo 17;75063;NA;SRC2;DB465;2-4mm fines;6.28
Apollo 17;75064;NA;SRC2;DB465;4-10mm fines;11.63
Apollo 17;75065;NA;SRC2;DB465;medium basalt;1.263
Apollo 17;75066;NA;SRC2;DB465;dark gray breccia;0.98
Apollo 17;75070;NA;SRC2;DB466;db residue ;7.26
Apollo 17;75075;NA;SRC2;DB466;medium basalt;1008
Apollo 17;75080;NA;SRC2;DB467;unsieved fines ;524.2
Apollo 17;75081;NA;SRC2;DB467;<1mm fines;932.4
Apollo 17;75082;NA;SRC2;DB467;1-2mm fines;38.92
Apollo 17;75083;NA;SRC2;DB467;2-4mm fines;30.88
Apollo 17;75084;NA;SRC2;DB467;4-10mm fines;23.31
Apollo 17;75085;NA;SRC2;DB467;medium basalt;4.298
Apollo 17;75086;NA;SRC2;DB467;medium basalt;2.323
Apollo 17;75087;NA;SRC2;DB467;medium basalt;2.321
Apollo 17;75088;NA;SRC2;DB467;fine basalt;1.992
Apollo 17;75089;NA;SRC2;DB467;fine basalt;1.718
Apollo 17;75110;NA;SCB8;DB43Y;unsieved fines ;122.5
Apollo 17;75111;NA;SCB8;DB43Y;<1mm fines;235
Apollo 17;75112;NA;SCB8;DB43Y;1-2mm fines;10.2
Apollo 17;75113;NA;SCB8;DB43Y;2-4mm fines;6.76
Apollo 17;75114;NA;SCB8;DB43Y;4-10mm fines;6.87
Apollo 17;75115;NA;SCB8;DB43Y;fine basalt;2.6
Apollo 17;75120;NA;SCB8;DB44Y;unsieved fines ;126.6
Apollo 17;75121;NA;SCB8;DB44Y;<1mm fines;240.3
Apollo 17;75122;NA;SCB8;DB44Y;1-2mm fines;5.208
Apollo 17;75123;NA;SCB8;DB44Y;2-4mm fines;2.147
Apollo 17;75124;NA;SCB8;DB44Y;4-10mm fines;0.956
Apollo 17;76001;2048;SCB7;Drive tube ;drive tube;711.6
Apollo 17;76010;NA;SCB4;NA;SCB residue ;20.13
Apollo 17;76015;NA;SCB4;NA;green gray breccia;2819
Apollo 17;76030;NA;SCB5;DB48Y;db residue ;16.06
Apollo 17;76031;NA;SCB5;DB48Y;<1mm fines;152.6
Apollo 17;76032;NA;SCB5;DB48Y;1-2mm fines;5.71
Apollo 17;76033;NA;SCB5;DB48Y;2-4mm fines;4.58
Apollo 17;76034;NA;SCB5;DB48Y;4-10mm fines;2.01
Apollo 17;76035;NA;SCB5;DB48Y;blue gray breccia;376.2
Apollo 17;76036;NA;SCB5;DB48Y;blue gray breccia;3.95
Apollo 17;76037;NA;SCB5;DB48Y;medium basalt;2.52
Apollo 17;76055;NA;SCB5;DB48Y;green gray breccia;6412
Apollo 17;76120;NA;SCB5;DB46Y;unsieved fines;107
Apollo 17;76121;NA;SCB5;DB46Y;<1mm fines;188.1
Apollo 17;76122;NA;SCB5;DB46Y;1-2mm fines;4.72
Apollo 17;76123;NA;SCB5;DB46Y;2-4mm fines;2.49
Apollo 17;76124;NA;SCB5;DB46Y;4-10mm fines;1.61
Apollo 17;76130;NA;SCB5;DB47Y;db residue ;19.57
Apollo 17;76131;NA;SCB5;DB47Y;<1mm fines;146.1
Apollo 17;76132;NA;SCB5;DB47Y;1-2mm fines;6.79
Apollo 17;76133;NA;SCB5;DB47Y;2-4mm fines;5.21
Apollo 17;76134;NA;SCB5;DB47Y;4-10mm fines;3.1
Apollo 17;76135;NA;SCB5;DB47Y;green gray breccia;133.5
Apollo 17;76136;NA;SCB5;DB47Y;medium basalt;86.6
Apollo 17;76137;NA;SCB5;DB47Y;fine grained crystalline;2.46
Apollo 17;76210;NA;SCB4;DB535;db residue ;2.74
Apollo 17;76215;NA;SCB4;DB535;green gray breccia;643.9
Apollo 17;76220;NA;SCB7;DB534;unsieved fines ;196.7
Apollo 17;76221;NA;SCB7;DB534;<1mm fines;390.4
Apollo 17;76222;NA;SCB7;DB534;1-2mm fines;13.65
Apollo 17;76223;NA;SCB7;DB534;2-4mm fines;8.26
Apollo 17;76224;NA;SCB7;DB534;4-10mm fines;3.83
Apollo 17;76230;NA;SCB4;DB556;db residue ;6.63
Apollo 17;76235;NA;SCB4;DB556;brecciated olivine norite;26.56
Apollo 17;76236;NA;SCB4;DB556;brecciated olivine norite;19.18
Apollo 17;76237;NA;SCB4;DB556;brecciated olivine norite;10.31
Apollo 17;76238;NA;SCB4;DB556;brecciated olivine norite;8.21
Apollo 17;76239;NA;SCB4;DB556;brecciated olivine norite;6.23
Apollo 17;76240;NA;SCB4;DB312;unsieved fines ;450.7
Apollo 17;76241;NA;SCB4;DB312;<1mm fines;21.14
Apollo 17;76242;NA;SCB4;DB312;1-2mm fines;1.2
Apollo 17;76243;NA;SCB4;DB312;2-4mm fines;1.23
Apollo 17;76244;NA;SCB4;DB312;4-10mm fines;1.53
Apollo 17;76245;NA;SCB4;DB312;green gray breccia;8.24
Apollo 17;76246;NA;SCB4;DB312;green gray breccia;6.5
Apollo 17;76250;NA;SCB4;DB536;db residue ;4.63
Apollo 17;76255;NA;SCB4;DB536;tan breccia;406.6
Apollo 17;76260;NA;SCB4;DB313;unsieved fines ;96.6
Apollo 17;76261;NA;SCB4;DB313;<1mm fines;170.7
Apollo 17;76262;NA;SCB4;DB313;1-2mm fines;8.55
Apollo 17;76263;NA;SCB4;DB313;2-4mm fines;6.57
Apollo 17;76264;NA;SCB4;DB313;4-10mm fines;8.76
Apollo 17;76265;NA;SCB4;DB313;green gray breccia;1.75
Apollo 17;76270;NA;SCB4;DB537;db residue ;0.46
Apollo 17;76275;NA;SCB4;DB537;blue gray breccia;55.93
Apollo 17;76280;NA;SCB4;DB472;unsieved fines ;153
Apollo 17;76281;NA;SCB4;DB472;<1mm fines;251.8
Apollo 17;76282;NA;SCB4;DB472;1-2mm fines;14.27
Apollo 17;76283;NA;SCB4;DB472;2-4mm fines;12.71
Apollo 17;76284;NA;SCB4;DB472;4-10mm fines;10.69
Apollo 17;76285;NA;SCB4;DB472;agglutinate;2.208
Apollo 17;76286;NA;SCB4;DB472;brecciated troctolite;1.704
Apollo 17;76290;NA;SCB4;DB538;db residue ;9.65
Apollo 17;76295;NA;SCB4;DB538;tan breccia;260.7
Apollo 17;76305;NA;SCB4;DB556;brecciated olivine norite;4.01
Apollo 17;76306;NA;SCB4;DB556;brecciated olivine norite;4.25
Apollo 17;76307;NA;SCB4;DB556;brecciated olivine norite;2.49
Apollo 17;76310;NA;SCB7;DB539;db residue ;25.39
Apollo 17;76315;NA;SCB7;DB539;blue gray breccia;671.1
Apollo 17;76320;NA;SCB7;DB557;unsieved fines ;260.3
Apollo 17;76321;NA;SCB7;DB557;<1mm fines;502.7
Apollo 17;76322;NA;SCB7;DB557;1-2mm fines;23.1
Apollo 17;76323;NA;SCB7;DB557;2-4mm fines;15.84
Apollo 17;76324;NA;SCB7;DB557;4-10mm fines;11.8
Apollo 17;76330;NA;BSLSS;DB560;db residue ;418.6
Apollo 17;76335;NA;BSLSS;DB560;friable anorthositic breccia;352.9
Apollo 17;76500;NA;SCB4;DB559;unsieved fines ;345.2
Apollo 17;76501;NA;SCB4;DB559;<1mm fines;630.7
Apollo 17;76502;NA;SCB4;DB559;1-2mm fines;22.76
Apollo 17;76503;NA;SCB4;DB559;2-4mm fines;10.09
Apollo 17;76504;NA;SCB4;DB559;4-10mm fines;10.72
Apollo 17;76505;NA;SCB4;DB559;green gray breccia;4.69
Apollo 17;76506;NA;SCB4;DB559;friable dark matrix breccia;2.81
Apollo 17;76530;NA;SCB4;DB558;db residue ;70.27
Apollo 17;76535;NA;SCB4;DB558;coarse norite ;155.5
Apollo 17;76536;NA;SCB4;DB558;brecciated norite;10.26
Apollo 17;76537;NA;SCB4;DB558;fine basalt;26.48
Apollo 17;76538;NA;SCB4;DB558;medium basalt;5.87
Apollo 17;76539;NA;SCB4;DB558;vitrophyric basalt;14.8
Apollo 17;76545;NA;SCB4;DB558;dark vitreous matrix breccia;7.676
Apollo 17;76546;NA;SCB4;DB558;dark vitreous matrix breccia;24.31
Apollo 17;76547;NA;SCB4;DB558;dark vitreous matrix breccia;10.05
Apollo 17;76548;NA;SCB4;DB558;dark vitreous matrix breccia;2.527
Apollo 17;76549;NA;SCB4;DB558;dark vitreous matrix breccia;9.175
Apollo 17;76555;NA;SCB4;DB558;crystalline basalt;8.435
Apollo 17;76556;NA;SCB4;DB558;crystalline matrix rich basalt;7.396
Apollo 17;76557;NA;SCB4;DB558;crystalline matrix rich basalt;5.592
Apollo 17;76558;NA;SCB4;DB558;crystalline matrix rich basalt;0.683
Apollo 17;76559;NA;SCB4;DB558;crystalline matrix rich basalt;0.747
Apollo 17;76565;NA;SCB4;DB558;friable dark matrix breccia;11.6
Apollo 17;76566;NA;SCB4;DB558;friable dark matrix breccia;2.639
Apollo 17;76567;NA;SCB4;DB558;friable dark matrix breccia;5.49
Apollo 17;76568;NA;SCB4;DB558;basalt rich breccia;9.477
Apollo 17;76569;NA;SCB4;DB558;crystalline breccia;4.207
Apollo 17;76575;NA;SCB4;DB558;crystalline breccia;16.25
Apollo 17;76576;NA;SCB4;DB558;crystalline breccia;5.327
Apollo 17;76577;NA;SCB4;DB558;crystalline breccia;13.54
Apollo 17;77010;NA;SCB7;NA;SCB residue ;93.65
Apollo 17;77017;NA;SCB7;DB541;brecciated olivine gabbro;1730
Apollo 17;77035;NA;BSLSS;NA;green gray breccia;5727
Apollo 17;77070;NA;SCB7;DB544;db residue ;9.28
Apollo 17;77075;NA;SCB7;DB544;dark gray dike;172.4
Apollo 17;77076;NA;SCB7;DB544;dark gray dike;13.97
Apollo 17;77077;NA;SCB7;DB544;dark gray dike;5.45
Apollo 17;77110;NA;SCB4;DB561;dust and sweepings;0.15
Apollo 17;77115;NA;SCB4;DB561;blue gray breccia;115.9
Apollo 17;77130;NA;SCB4;DB562;db residue ;1.42
Apollo 17;77135;NA;SCB4;DB562;green gray breccia;337.4
Apollo 17;77210;NA;SCB7;DB543;db residue ;111.7
Apollo 17;77215;NA;SCB7;DB543;brecciated norite;846.4
Apollo 17;77510;NA;SCB7;DB540;unsieved fines ;77.57
Apollo 17;77511;NA;SCB7;DB540;<1mm fines;118.1
Apollo 17;77512;NA;SCB7;DB540;1-2mm fines;2.45
Apollo 17;77513;NA;SCB7;DB540;2-4mm fines;1.19
Apollo 17;77514;NA;SCB7;DB540;4-10mm fines;1.24
Apollo 17;77515;NA;SCB7;DB540;green gray breccia;337.6
Apollo 17;77516;NA;SCB7;DB540;medium basalt;103.7
Apollo 17;77517;NA;SCB7;DB540;feldspathic breccia;45.6
Apollo 17;77518;NA;SCB7;DB540;green gray breccia;42.5
Apollo 17;77519;NA;SCB7;DB540;green gray breccia;27.4
Apollo 17;77525;NA;SCB7;DB540;feldspathic breccia;1.19
Apollo 17;77526;NA;SCB7;DB540;feldspathic breccia;1.07
Apollo 17;77530;NA;SCB7;DB542;unsieved fines ;82.76
Apollo 17;77531;NA;SCB7;DB542;<1mm fines;126.6
Apollo 17;77532;NA;SCB7;DB542;1-2mm fines;3.13
Apollo 17;77533;NA;SCB7;DB542;2-4mm fines;2.51
Apollo 17;77534;NA;SCB7;DB542;4-10mm fines;4.46
Apollo 17;77535;NA;SCB7;DB542;coarse basalt;577.8
Apollo 17;77536;NA;SCB7;DB542;coarse basalt;355.3
Apollo 17;77537;NA;SCB7;DB542;green gray breccia;71.7
Apollo 17;77538;NA;SCB7;DB542;light gray breccia;47.2
Apollo 17;77539;NA;SCB7;DB542;tan breccia;39.6
Apollo 17;77545;NA;SCB7;DB542;green gray breccia;29.5
Apollo 17;78120;NA;SCB5;DB50Y;unsieved fines ;75.78
Apollo 17;78121;NA;SCB5;DB50Y;<1mm fines;121.6
Apollo 17;78122;NA;SCB5;DB50Y;1-2mm fines;4.43
Apollo 17;78123;NA;SCB5;DB50Y;2-4mm fines;2.49
Apollo 17;78124;NA;SCB5;DB50Y;4-10mm fines;5.64
Apollo 17;78130;NA;SCB4;DB563;db residue ;3.62
Apollo 17;78135;NA;SCB4;DB563;medium basalt;133.9
Apollo 17;78150;NA;SCB4;DB567;dust and sweepings;0.65
Apollo 17;78155;NA;SCB4;DB567;babbroic breccia;401.1
Apollo 17;78220;NA;SCB7;DB545;unsieved fines ;108.3
Apollo 17;78221;NA;SCB7;DB545;<1mm fines;227.1
Apollo 17;78222;NA;SCB7;DB545;1-2mm fines;5.21
Apollo 17;78223;NA;SCB7;DB454;2-4mm fines;2.69
Apollo 17;78224;NA;SCB7;DB454;4-10mm fines;1.48
Apollo 17;78230;NA;SCB4;DB564;unsieved fines ;82.98
Apollo 17;78231;NA;SCB4;DB564;<1mm fines;122.7
Apollo 17;78232;NA;SCB4;DB564;1-2mm fines;2.68
Apollo 17;78233;NA;SCB4;DB564;2-4mm fines;1.42
Apollo 17;78234;NA;SCB4;DB564;4-10mm fines;0.72
Apollo 17;78235;NA;SCB4;DB564;coarse norite ;199
Apollo 17;78236;NA;SCB4;DB564;coarse norite ;93.06
Apollo 17;78238;NA;SCB4;DB564;coarse norite ;57.58
Apollo 17;78250;NA;SCB4;DB546;unsieved fines ;50.57
Apollo 17;78255;NA;SCB4;DB546;coarse norite ;48.31
Apollo 17;78420;NA;SCB4;DB548;unsieved fines ;97.94
Apollo 17;78421;NA;SCB4;DB548;<1mm fines;186.2
Apollo 17;78422;NA;SCB4;DB548;1-2mm fines;4.16
Apollo 17;78423;NA;SCB4;DB548;2-4mm fines;2.41
Apollo 17;78424;NA;SCB4;DB548;4-10mm fines;1.91
Apollo 17;78440;NA;SCB4;DB551;unsieved fines ;81.38
Apollo 17;78441;NA;SCB4;DB551;<1mm fines;162.8
Apollo 17;78442;NA;SCB4;DB551;1-2mm fines;3.78
Apollo 17;78443;NA;SCB4;DB551;2-4mm fines;2.44
Apollo 17;78444;NA;SCB4;DB551;4-10mm fines;1.19
Apollo 17;78460;NA;SCB7;DB550;unsieved fines ;138.1
Apollo 17;78461;NA;SCB7;DB550;<1mm fines;264.5
Apollo 17;78462;NA;SCB7;DB550;1-2mm fines;5.328
Apollo 17;78463;NA;SCB7;DB550;2-4mm fines;2.787
Apollo 17;78464;NA;SCB7;DB550;4-10mm fines;1.303
Apollo 17;78465;NA;SCB7;DB550;dark matrix breccia;1.039
Apollo 17;78480;NA;SCB4;DB549;unsieved fines ;89.33
Apollo 17;78481;NA;SCB4;DB549;<1mm fines;173.9
Apollo 17;78482;NA;SCB4;DB549;1-2mm fines;2.69
Apollo 17;78483;NA;SCB4;DB549;2-4mm fines;1.21
Apollo 17;78484;NA;SCB4;DB549;4-10mm fines;0.32
Apollo 17;78500;NA;SCB4;DB566;unsieved fines ;391.1
Apollo 17;78501;NA;SCB4;DB566;<1mm fines;718.7
Apollo 17;78502;NA;SCB4;DB566;1-2mm fines;21.38
Apollo 17;78503;NA;SCB4;DB566;2-4mm fines;16.41
Apollo 17;78504;NA;SCB4;DB566;4-10mm fines;19.16
Apollo 17;78505;NA;SCB4;DB566;coarse basalt;506.3
Apollo 17;78506;NA;SCB4;DB566;coarse basalt ;55.97
Apollo 17;78507;NA;SCB4;DB566;coarse basalt;23.35
Apollo 17;78508;NA;SCB4;DB566;friable dark matrix breccia;10.67
