Mission;Sample;Subsample;depth (cm);Sieve size (µm);weight %;D50 (µm);Source
Apollo 16;60010;"60010;1075";11 - 11.5;10.0;9.31;90.69;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1075";11 - 11.5;1.0;11.21;90.69;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1076";3.5 - 4;10000.0;0.0;68.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1076";3.5 - 4;4000.0;0.0;68.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1076";3.5 - 4;2000.0;1.98;68.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1076";3.5 - 4;1000.0;4.3;68.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1076";3.5 - 4;500.0;8.15;68.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1076";3.5 - 4;250.0;10.02;68.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1076";3.5 - 4;150.0;9.4;68.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1076";3.5 - 4;90.0;9.94;68.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1076";3.5 - 4;75.0;4.01;68.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1076";3.5 - 4;45.0;11.91;68.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1076";3.5 - 4;20.0;17.23;68.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1076";3.5 - 4;10.0;14.1;68.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1076";3.5 - 4;1.0;7.97;68.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1077";0.5 - 1;10000.0;0.0;77.21;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1077";0.5 - 1;4000.0;0.0;77.21;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1077";0.5 - 1;2000.0;1.99;77.21;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1077";0.5 - 1;1000.0;4.25;77.21;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1077";0.5 - 1;500.0;10.1;77.21;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1077";0.5 - 1;250.0;10.32;77.21;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1077";0.5 - 1;150.0;9.5;77.21;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1077";0.5 - 1;90.0;10.3;77.21;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1077";0.5 - 1;75.0;4.21;77.21;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1077";0.5 - 1;45.0;10.72;77.21;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1077";0.5 - 1;20.0;16.83;77.21;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1077";0.5 - 1;10.0;13.73;77.21;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60010;"60010;1077";0.5 - 1;1.0;7.06;77.21;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60016;"60016;165";;10000.0;0.0;63.41;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60016;"60016;165";;4000.0;0.0;63.41;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60016;"60016;165";;1000.0;11.99;63.41;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60016;"60016;165";;500.0;6.64;63.41;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60016;"60016;165";;250.0;9.0;63.41;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60016;"60016;165";;150.0;7.85;63.41;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60016;"60016;165";;90.0;8.15;63.41;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60016;"60016;165";;45.0;12.61;63.41;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60016;"60016;165";;20.0;15.36;63.41;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60016;"60016;165";;1.0;27.39;63.41;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;10000.0;0.0;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;4000.0;3.73;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;2000.0;3.3;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;1000.0;5.09;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;841.0;2.49;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;420.0;10.53;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;250.0;7.73;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;177.0;5.7;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;149.0;4.32;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;125.0;3.42;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;105.0;4.06;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;74.0;6.35;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;53.0;5.63;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;44.0;3.95;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;37.0;3.99;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;30.0;7.01;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;20.0;6.11;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;10.0;7.5;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60050;"60050;2";;1.0;8.1;106.68;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60500;"60501;1";;10000.0;0.0;78.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60500;"60501;1";;4000.0;3.74;78.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60500;"60501;1";;2000.0;3.3;78.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60500;"60501;1";;1000.0;5.07;78.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60500;"60501;1";;500.0;7.15;78.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60500;"60501;1";;250.0;9.33;78.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60500;"60501;1";;150.0;8.44;78.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60500;"60501;1";;90.0;10.03;78.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60500;"60501;1";;75.0;3.83;78.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60500;"60501;1";;45.0;11.72;78.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60500;"60501;1";;20.0;15.43;78.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;60500;"60501;1";;1.0;20.96;78.25;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;10000.0;0.0;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;4000.0;3.64;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;2000.0;3.44;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;1000.0;6.02;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;841.0;1.13;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;420.0;8.86;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;250.0;9.09;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;177.0;6.55;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;149.0;3.82;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;125.0;4.2;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;105.0;4.01;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;74.0;6.76;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;53.0;5.6;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;44.0;4.12;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;37.0;3.41;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;30.0;6.99;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;20.0;4.7;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;10.0;7.14;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61140;"61141;3";;1.0;9.51;108.53;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61160;"61160;2";;10000.0;0.0;76.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61160;"61160;2";;4000.0;2.12;76.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61160;"61160;2";;2000.0;3.53;76.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61160;"61160;2";;1000.0;5.03;76.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61160;"61160;2";;500.0;5.76;76.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61160;"61160;2";;250.0;10.29;76.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61160;"61160;2";;150.0;9.1;76.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61160;"61160;2";;90.0;10.96;76.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61160;"61160;2";;75.0;3.47;76.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61160;"61160;2";;45.0;10.56;76.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61160;"61160;2";;20.0;16.54;76.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61160;"61160;2";;15.6;9.48;76.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61160;"61160;2";;7.8;7.61;76.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61160;"61160;2";;3.9;3.54;76.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61160;"61160;2";;1.0;1.0;76.03;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61175;"61175;207";;10000.0;0.0;44.78;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61175;"61175;207";;4000.0;0.0;44.78;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61175;"61175;207";;2000.0;0.0;44.78;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61175;"61175;207";;1000.0;0.87;44.78;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61175;"61175;207";;500.0;6.71;44.78;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61175;"61175;207";;250.0;9.94;44.78;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61175;"61175;207";;150.0;8.85;44.78;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61175;"61175;207";;90.0;11.96;44.78;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61175;"61175;207";;45.0;11.57;44.78;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61175;"61175;207";;20.0;16.6;44.78;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61175;"61175;207";;1.0;32.49;44.78;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61180;"61181;2";;10000.0;0.0;81.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61180;"61181;2";;4000.0;3.39;81.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61180;"61181;2";;2000.0;3.46;81.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61180;"61181;2";;1000.0;5.25;81.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61180;"61181;2";;500.0;5.33;81.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61180;"61181;2";;250.0;11.14;81.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61180;"61181;2";;150.0;9.13;81.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61180;"61181;2";;90.0;10.44;81.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61180;"61181;2";;75.0;3.39;81.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61180;"61181;2";;45.0;9.99;81.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61180;"61181;2";;20.0;15.44;81.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61180;"61181;2";;15.6;7.42;81.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61180;"61181;2";;7.8;10.14;81.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61180;"61181;2";;3.9;3.81;81.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61180;"61181;2";;2.0;0.68;81.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61180;"61181;2";;1.0;0.0;81.43;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61220;"61221;15";;10000.0;0.0;173.34;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61220;"61221;15";;4000.0;11.96;173.34;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61220;"61221;15";;2000.0;10.87;173.34;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61220;"61221;15";;1000.0;7.19;173.34;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61220;"61221;15";;500.0;5.6;173.34;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61220;"61221;15";;250.0;9.67;173.34;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61220;"61221;15";;150.0;6.57;173.34;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61220;"61221;15";;90.0;7.79;173.34;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61220;"61221;15";;75.0;2.33;173.34;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61220;"61221;15";;45.0;7.45;173.34;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61220;"61221;15";;20.0;12.63;173.34;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61220;"61221;15";;15.6;4.01;173.34;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61220;"61221;15";;7.8;7.3;173.34;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61220;"61221;15";;3.9;4.31;173.34;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61220;"61221;15";;1.0;1.32;173.34;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61240;"61241;18";;10000.0;0.0;99.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61240;"61241;18";;4000.0;4.5;99.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61240;"61241;18";;2000.0;4.69;99.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61240;"61241;18";;1000.0;5.86;99.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61240;"61241;18";;500.0;7.8;99.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61240;"61241;18";;250.0;11.27;99.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61240;"61241;18";;150.0;8.38;99.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61240;"61241;18";;90.0;9.25;99.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61240;"61241;18";;75.0;3.25;99.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61240;"61241;18";;45.0;9.7;99.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61240;"61241;18";;20.0;15.2;99.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61240;"61241;18";;15.6;7.34;99.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61240;"61241;18";;7.8;6.68;99.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61240;"61241;18";;3.9;4.28;99.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61240;"61241;18";;1.0;0.8;99.13;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
Apollo 16;61500;"61501;18";;10000.0;0.0;107.85;"J.C. Graf, 1993, "Lunar Soils Grain Size Catalog" NASA Reference Publication RP-1265"
