sample ID;serial number ;return container;Container;sample type;weight (g)
71133;NA;SCB1;DB477;2-4mm fines;3.22
71134;NA;SCB1;DB477;4-10mm fines;0.91
71135;NA;SCB1;DB477;fine basalt;36.85
71136;NA;SCB1;DB477;fine basalt;25.39
71150;NA;SCB1;DB478;DB residue ;1.565
71151;NA;SCB1;DB478;<1mm fines;57.6
71152;NA;SCB1;DB478;1-2mm fines;2.6
71153;NA;SCB1;DB478;2-4mm fines;2.36
71154;NA;SCB1;DB478;4-10mm fines;1.37
71155;NA;SCB1;DB478;fine basalt;26.15
71156;NA;SCB1;DB478;fine basalt;5.42
71157;NA;SCB1;DB478;fine basalt;1.466
71170;NA;SCB1;DB479;DB residue ;16.38
71175;NA;SCB1;DB479;medium basalt;207.8
71500;NA;SCB1;DB459;unsieved fines ;359.5
71501;NA;SCB1;DB459;<1mm fines;600.9
71502;NA;SCB1;DB459;1-2mm fines;22.68
71503;NA;SCB1;DB459;2-4mm fines;17.58
71504;NA;SCB1;DB459;4-10mm fines;13.13
71505;NA;SCB1;DB459;fine basalt;29.45
71506;NA;SCB1;DB459;fine basalt;12.11
71507;NA;SCB1;DB459;medium basalt;3.962
71508;NA;SCB1;DB459;coarse basalt;3.423
71509;NA;SCB1;DB459;coarse basalt;1.69
71515;NA;SCB1;DB459;agglutinate;1.635
71520;NA;SCB1;DB457;DB residue ;48.16
71525;NA;SCB1;DB457;fine basalt;3.9
71526;NA;SCB1;DB457;fine basalt;12.91
71527;NA;SCB1;DB457;fine basalt;2.186
71528;NA;SCB1;DB457;fine basalt;11.25
71529;NA;SCB1;DB457;medium basalt;6.025
71535;NA;SCB1;DB457;coarse basalt;17.71
71536;NA;SCB1;DB457;coarse basalt;5.322
71537;NA;SCB1;DB457;fine basalt;12.25
71538;NA;SCB1;DB457;fine basalt;8.038
71539;NA;SCB1;DB457;fine basalt;10.9
71545;NA;SCB1;DB457;fine basalt;17.26
71546;NA;SCB1;DB457;fine basalt;150.7
71547;NA;SCB1;DB457;medium basalt;12.54
71548;NA;SCB1;DB457;medium basalt;25.46
71549;NA;SCB1;DB457;medium basalt;7.903
71555;NA;SCB1;DB457;medium basalt;4.547
71556;NA;SCB1;DB457;coarse basalt;29.14
71557;NA;SCB1;DB457;coarse basalt;40.35
71558;NA;SCB1;DB457;coarse basalt;15.81
71559;NA;SCB1;DB457;coarse basalt;82.16
71565;NA;SCB1;DB457;coarse basalt;24.09
71566;NA;SCB1;DB457;coarse basalt;415.4
71567;NA;SCB1;DB457;coarse basalt;146
71568;NA;SCB1;DB457;coarse basalt;10.02
71569;NA;SCB1;DB457;fine basalt;289.6
71575;NA;SCB1;DB457;fine basalt;2.113
71576;NA;SCB1;DB457;fine basalt;23.54
71577;NA;SCB1;DB457;fine basalt;234.7
71578;NA;SCB1;DB457;medium basalt;353.9
71579;NA;SCB1;DB457;medium basalt;7.937
71585;NA;SCB1;DB457;medium basalt;13.86
71586;NA;SCB1;DB457;medium basalt;26.92
71587;NA;SCB1;DB457;medium basalt;41.27
71588;NA;SCB1;DB457;medium basalt;48.98
71589;NA;SCB1;DB457;medium basalt;6.86
71595;NA;SCB1;DB457;medium basalt;25.21
71596;NA;SCB1;DB457;medium basalt;61.05
71597;NA;SCB1;DB457;coarse basalt;12.35
72010;NA;SCB8;NA;SCB residue ;76.92
72130;NA;SCB8;DB26E;unsieved fines ;79.91
72131;NA;SCB8;DB26E;<1mm fines;107.9
72132;NA;SCB8;DB26E;1-2mm fines;8.53
72133;NA;SCB8;DB26E;2-4mm fines;10.95
72134;NA;SCB8;DB26E;4-10mm fines;13.18
72135;NA;SCB8;DB26E;dark breccia of basalt fragments ;336.9
72140;NA;SCB6;DB27E;unsieved fines ;115
72141;NA;SCB6;DB27E;<1mm fines;225.9
72142;NA;SCB6;DB27E;1-2mm fines;5.32
72143;NA;SCB6;DB27E;2-4mm fines;1.88
72144;NA;SCB6;DB27E;4-10mm fines;2.73
72145;NA;SCB6;DB27E;dark matrix breccia;1.25
72150;NA;SCB6;DB28E;DB residue ;53.29
72155;NA;SCB6;DB28E;medium basalt;238.5
72160;NA;SCB8;DB29E;unsieved fines ;80
72161;NA;SCB8;DB29E;<1mm fines;162.5
72162;NA;SCB8;DB29E;1-2mm fines;4.018
72163;NA;SCB8;DB29E;2-4mm fines;2.538
72164;NA;SCB8;DB29E;4-10mm fines;0.946
72210;NA;SCB6;DB514;DB residue ;1.83
72215;NA;SCB6;DB514;layered breccia;379.2
72220;NA;SCB8;DB496;unsieved fines ;136.2
72221;NA;SCB8;DB496;<1mm fines;225.8
72222;NA;SCB8;DB496;1-2mm fines;11.13
72223;NA;SCB8;DB496;2-4mm fines;7.92
72224;NA;SCB8;DB496;4-10mm fines;7.51
72230;NA;SCB6;DB515;DB residue ;1.66
72235;NA;SCB6;DB515;layered breccia;61.91
72240;NA;SCB8;DB497;unsieved fines ;113.3
72241;NA;SCB8;DB497;<1mm fines;186
72242;NA;SCB8;DB497;1-2mm fines;11.2
72243;NA;SCB8;DB497;2-4mm fines;7.93
72244;NA;SCB8;DB497;4-10mm fines;3.99
72250;NA;SCB8;DB494;DB residue ;7.74
72255;NA;SCB8;DB494;layered breccia;461.2
72260;NA;SCB8;DB498;unsieved fines ;100.6
72261;NA;SCB8;DB498;<1mm fines;161.9
72262;NA;SCB8;DB498;1-2mm fines;7.7
72263;NA;SCB8;DB498;2-4mm fines;4.4
72264;NA;SCB8;DB498;4-10mm fines;4.4
72270;NA;SCB8;DB495;DB residue ;26.11
72275;NA;SCB8;DB495;layered breccia;3640
72310;NA;SCB6;DB516;DB residue ;1.09
72315;NA;SCB6;DB516;vesicular poikilitic clast;131.4
72320;NA;SCB8;DB500;unsieved fines ;26.17
72321;NA;SCB8;DB500;<1mm fines;77.3
72322;NA;SCB8;DB500;1-2mm fines;1.38
72323;NA;SCB8;DB500;2-4mm fines;0.5
72324;NA;SCB8;DB500;4-10mm fines;0.96
72330;NA;SCB6;DB517;DB residue ;0.36
72335;NA;SCB6;DB517;vesicular poikilitic clast;108.9
72350;NA;SRC2;DB518;dust and sweepings;1.7
72355;NA;SRC2;DB518;green gray breccia;367.4
72370;NA;SRC2;DB519;dust and sweepings;0.02
72375;NA;SRC2;DB519;green gray breccia;18.16
72390;NA;SCB8;DB499;DB residue ;20.63
72395;NA;SCB8;DB499;green gray breccia;536.4
72410;NA;SCB8;DB503;DB residue ;52
72415;NA;SCB8;DB503;brecciated dunite clast ;32.34
72416;NA;SCB8;DB503;brecciated dunite clast ;11.53
72417;NA;SCB8;DB503;brecciated dunite clast ;11.32
72418;NA;SCB8;DB503;brecciated dunite clast ;3.55
72430;NA;SCB8;DB504;dust and sweepings;1.45
72431;NA;SCB8;DB504;<1mm fines;72
72432;NA;SCB8;DB504;1-2mm fines;3.62
72433;NA;SCB8;DB504;2-4mm fines;2.33
72434;NA;SCB8;DB504;4-10mm fines;1.47
72435;NA;SCB8;DB504;blue gray breccia;160.6
72440;NA;SCB8;DB505;unsieved fines ;161.6
72441;NA;SCB8;DB505;<1mm fines;267.3
72442;NA;SCB8;DB505;1-2mm fines;10.6
72443;NA;SCB8;DB505;2-4mm fines;7.98
72444;NA;SCB8;DB505;4-10mm fines;2.91
72460;NA;SCB8;DB506;dust and sweepings;0.51
72461;NA;SCB8;DB506;<1mm fines;113.7
72462;NA;SCB8;DB506;1-2mm fines;5.14
72463;NA;SCB8;DB506;2-4mm fines;3.9
72464;NA;SCB8;DB506;4-10mm fines;1.76
72500;NA;SCB8;DB502;unsieved fines ;325.5
72501;NA;SCB8;DB502;<1mm fines;687.2
72502;NA;SCB8;DB502;1-2mm fines;24.13
72503;NA;SCB8;DB502;2-4mm fines;12.94
72504;NA;SCB8;DB502;4-10mm fines;7.96
72505;NA;SCB8;DB502;green gray breccia;3.09
72530;NA;SCB8;DB501;DB residue ;18.14
72535;NA;SCB8;DB501;blue gray breccia;221.4
72536;NA;SCB8;DB501;blue gray breccia;52.3
72537;NA;SCB8;DB501;blue gray breccia;5.192
72538;NA;SCB8;DB501;blue gray breccia;11.09
72539;NA;SCB8;DB501;blue gray breccia;11.22
72545;NA;SCB8;DB501;blue gray breccia;4.055
72546;NA;SCB8;DB501;blue gray breccia;4.856
72547;NA;SCB8;DB501;blue gray breccia;5.045
72548;NA;SCB8;DB501;blue gray breccia;29.29
72549;NA;SCB8;DB501;green gray breccia;21
72555;NA;SCB8;DB501;green gray breccia;10.48
72556;NA;SCB8;DB501;green gray breccia;3.861
72557;NA;SCB8;DB501;green gray breccia;4.559
72558;NA;SCB8;DB501;green gray breccia;5.713
72559;NA;SCB8;DB501;feldspathic breccia;27.84
72700;NA;SCB8;DB508;unsieved fines ;295.2
72701;NA;SCB8;DB508;<1mm fines;557.3
72702;NA;SCB8;DB508;1-2mm fines;17.7
72703;NA;SCB8;DB508;2-4mm fines;8.05
72704;NA;SCB8;DB508;4-10mm fines;4.76
72705;NA;SCB8;DB508;anorthosite breccia;2.39
72730;NA;SCB8;DB507;DB residue ;1.98
72735;NA;SCB8;DB507;green gray breccia;51.11
72736;NA;SCB8;DB507;tan breccia;28.73
72737;NA;SCB8;DB507;tan breccia;3.33
72738;NA;SCB8;DB507;blue gray breccia;23.75
73001;2046;SRC2;Drive tube lower;drive tube;809
73002;2031;SRC2;Drive tube upper;drive tube ;429.7
73010;NA;SCB6;NA;SCB residue ;34.56
73120;NA;SCB6;DB30E;unsieved fines ;100.2
73121;NA;SCB6;DB30E;<1mm fines;179.7
73122;NA;SCB6;DB30E;1-2mm fines;5.25
73123;NA;SCB6;DB30E;2-4mm fines;2.03
73124;NA;SCB6;DB30E;4-10mm fines;0.5
73130;NA;SCB8;DB31E;unsieved fines ;77.2
73131;NA;SCB8;DB31E;<1mm fines;132.3
73132;NA;SCB8;DB31E;1-2mm fines;10.38
73133;NA;SCB8;DB31E;2-4mm fines;8.58
73134;NA;SCB8;DB31E;4-10mm fines;9.61
73140;NA;SCB6;DB40Y;unsieved fines ;121.6
73141;NA;SCB6;DB40Y;<1mm fines;191.4
73142;NA;SCB6;DB40Y;1-2mm fines;11.69
73143;NA;SCB6;DB40Y;2-4mm fines;7.84
73144;NA;SCB6;DB40Y;4-10mm fines;4.47
73145;NA;SCB6;DB40Y;dark matrix breccia;5.6
73146;NA;SCB6;DB40Y;brecciated anorthosite ;3.01
73150;NA;SCB6;DB32E;unsieved fines ;52.56
73151;NA;SCB6;DB32E;<1mm fines;101.2
73152;NA;SCB6;DB32E;1-2mm fines;3.57
73153;NA;SCB6;DB32E;2-4mm fines;1.31
73154;NA;SCB6;DB32E;4-10mm fines;0.31
73155;NA;SCB6;DB32E;blue gray breccia;79.3
73156;NA;SCB6;DB32E;fine crystalline ;3.15
73210;NA;SCB6;DB527;unsieved fines ;37.89
73211;NA;SCB6;DB527;<1mm fines;51.95
73212;NA;SCB6;DB527;1-2mm fines;3.47
73213;NA;SCB6;DB527;2-4mm fines;2.8
73214;NA;SCB6;DB527;4-10mm fines;2.47
73215;NA;SCB6;DB527;light gray breccia;1062
73216;NA;SCB6;DB527;green gray breccia;162.2
73217;NA;SCB6;DB527;blue gray breccia;138.8
73218;NA;SCB6;DB527;blue gray breccia;39.67
73219;NA;SCB6;DB527;fine basalt;2.88
73220;NA;SCB6;DB520;unsieved fines ;20.8
73221;NA;SCB6;DB520;<1mm fines;48.11
73222;NA;SCB6;DB520;1-2mm fines;2.71
73223;NA;SCB6;DB520;2-4mm fines;2.61
73224;NA;SCB6;DB520;4-10mm fines;1.65
73225;NA;SCB6;DB520;crystalline ;3.66
73230;NA;SCB6;DB524;DB residue ;21.34
73235;NA;SCB6;DB524;blue gray breccia;878.3
73240;NA;SCB6;DB521;unsieved fines ;114.7
73241;NA;SCB6;DB521;<1mm fines;192.7
73242;NA;SCB6;DB521;1-2mm fines;14.94
73243;NA;SCB6;DB521;2-4mm fines;14.38
73244;NA;SCB6;DB521;4-10mm fines;22.25
73245;NA;SCB6;DB521;brecciated anorthosite clast;1.6
73250;NA;SCB6;DB525;DB residue ;15.25
73255;NA;SCB6;DB525;light gray breccia;394.1
73260;NA;SCB6;DB522;unsieved fines ;103.5
73261;NA;SCB6;DB522;<1mm fines;194.8
73262;NA;SCB6;DB522;1-2mm fines;12.01
73263;NA;SCB6;DB522;2-4mm fines;9.47
73264;NA;SCB6;DB522;4-10mm fines;6.45
73270;NA;SCB6;DB526;DB residue ;22.43
73275;NA;SCB6;DB526;green gray breccia;429.6
73280;NA;SCB6;DB523;unsieved fines ;53.54
73281;NA;SCB6;DB523;<1mm fines;95.75
73282;NA;SCB6;DB523;1-2mm fines;5.38
73283;NA;SCB6;DB523;2-4mm fines;4.74
